State,Date,Handle,Revenue,Hold,Taxes,Effective Tax Rate
Arizona,9/1/2021,"$291,212,868","$32,308,342",11.10%,"$31,393",0.0009716685554
Arizona,10/1/2021,"$486,097,352","$37,510,371",7.70%,"$1,022,841",0.0272682187
Arizona,11/1/2021,"$466,725,687","$51,416,143",11.00%,"$3,177,148",0.06179281087
Arizona,12/1/2021,"$499,213,733","$39,822,928",8.00%,"$1,723,902",0.04328918255
Arizona,1/1/2022,"$563,694,591","$41,890,200",7.40%,"$1,952,971",0.04662119064
Arizona,2/1/2022,"$491,665,554","$25,629,835",5.20%,"$670,686",0.02616817471
Arizona,3/1/2022,"$690,979,294","$38,898,393",5.60%,"$1,864,457",0.04793146596
Arizona,4/1/2022,"$512,877,848","$30,441,992",5.90%,"$1,647,450",0.0541176806
Arizona,5/1/2022,"$461,450,688","$56,193,286",12.20%,"$4,125,125",0.07340957067
Arizona,6/1/2022,"$318,774,198","$12,601,356",4.00%,"$766,831",0.06085305423
Arizona,7/1/2022,"$290,511,533","$22,684,581",7.80%,"$1,496,427",0.06596670223
Arizona,8/1/2022,"$361,008,835","$37,161,759",10.30%,"$2,767,590",0.07447413886
Arizona,9/1/2022,"$537,966,149","$56,428,816",10.50%,"$3,058,838",0.05420702075
Arizona,10/1/2022,"$618,570,296","$49,392,417",8.00%,"$2,963,716",0.06000346166
Arizona,11/1/2022,"$616,855,045","$56,028,195",9.10%,"$3,876,208",0.06918316751
Arizona,12/1/2022,"$572,490,899","$55,581,725",9.70%,"$3,724,395",0.0670075461
Arizona,1/1/2023,"$591,220,794","$47,486,817",8.00%,"$2,886,502",0.06078533333
Arizona,2/1/2023,"$609,278,096","$35,412,452",5.80%,"$1,609,581",0.04545240188
Arizona,3/1/2023,"$644,763,991","$53,523,947",8.30%,"$3,704,268",0.06920767633
Arizona,4/1/2023,"$535,712,027","$49,163,323",9.20%,"$3,429,846",0.06976432411
Arizona,5/1/2023,"$451,717,025","$49,458,507",10.90%,"$3,376,059",0.06826043091
Arizona,6/1/2023,"$393,198,858","$28,331,608",7.20%,"$1,633,356",0.05765136945
Arizona,7/1/2023,"$323,211,485","$35,343,495",10.90%,"$2,678,598",0.07578758128
Arizona,8/1/2023,"$358,875,474","$31,681,151",8.80%,"$2,128,096",0.06717230697
Arizona,9/1/2023,"$610,716,285","$60,115,066",9.80%,"$3,243,222",0.05395023604
Arizona,10/1/2023,"$648,208,573","$56,868,981",8.80%,"$3,287,799",0.05781357327
Arizona,11/1/2023,"$713,586,704","$42,333,282",5.90%,"$2,023,887",0.0478084123
Arizona,12/1/2023,"$693,310,960","$67,697,686",9.80%,"$4,817,325",0.07115937464
Arizona,1/1/2024,"$706,382,861","$70,943,718",10.00%,"$4,610,005",0.06498115873
Arizona,2/1/2024,"$637,485,879","$54,329,589",8.50%,"$2,788,885",0.05133270933
Arizona,3/1/2024,"$759,807,633","$59,289,055",7.80%,"$3,784,200",0.06382628295
Arizona,4/1/2024,"$656,322,666","$64,489,906",9.80%,"$4,328,378",0.06711713923
Arizona,5/1/2024,"$568,493,315","$62,444,214",11.00%,"$4,307,143",0.06897585419
Arizona,6/1/2024,"$454,116,117","$47,269,458",10.40%,"$3,157,087",0.06678915168
Arizona,7/1/2024,"$410,140,440","$42,514,638",10.40%,"$2,896,319",0.06812521842
Arizona,8/1/2024,"$496,602,562","$37,071,285",7.50%,"$2,239,781",0.06041821858
Arizona,9/1/2024,"$732,099,544","$76,364,871",10.40%,"$3,962,932",0.05189469907
Arizona,10/1/2024,"$791,243,694","$55,622,010",7.00%,"$2,353,297",0.04230873713
Arizona,11/1/2024,"$897,635,847","$86,285,876",9.60%,"$5,731,498",0.0664245212
Arizona,12/1/2024,"$849,316,636","$51,089,325",6.00%,"$2,580,184",0.05050338794
Arizona,1/1/2025,"$864,246,556","$85,003,961",9.80%,"$5,318,013",0.06256194344
Arizona,2/1/2025,"$699,726,800","$65,584,317",9.40%,"$3,980,547",0.06069358014
Arizona,3/1/2025,"$887,363,830","$50,409,421",5.70%,"$2,491,843",0.04943208929
Arizona,4/1/2025,"$746,436,864","$65,890,775",8.80%,"$4,337,306",0.06582569411
Arkansas,7/1/2019,"$416,160","$76,885",18.50%,"$9,995",0.1299993497
Arkansas,8/1/2019,"$778,249","$58,858",7.60%,"$7,652",0.1300078154
Arkansas,9/1/2019,"$2,252,196","$183,044",8.10%,"$23,796",0.1300015297
Arkansas,10/1/2019,"$2,216,369","$380,006",17.10%,"$49,401",0.1300005789
Arkansas,11/1/2019,"$2,978,235","$181,497",6.10%,"$23,595",0.1300021488
Arkansas,12/1/2019,"$2,633,806","$455,368",17.30%,"$59,198",0.1300003514
Arkansas,1/1/2020,"$2,587,732","$254,811",9.80%,"$33,263",0.1305398904
Arkansas,2/1/2020,"$4,294,366","$411,589",9.60%,"$67,494",0.1639839743
Arkansas,3/1/2020,"$1,588,403","$222,373",14.00%,"$38,310",0.1722781093
Arkansas,4/1/2020,$0,$0,,$0,#DIV/0!
Arkansas,5/1/2020,$509,-$115,-22.60%,-$15,0.1304347826
Arkansas,6/1/2020,"$1,189",$10,0.80%,$1,0.1
Arkansas,7/1/2020,"$179,315","-$19,633",-10.90%,"-$2,552",0.129985229
Arkansas,8/1/2020,"$1,008,992","$69,625",6.90%,"$9,051",0.1299964093
Arkansas,9/1/2020,"$3,958,748","$397,095",10.00%,"$51,622",0.1299991186
Arkansas,10/1/2020,"$6,559,859","$940,513",14.30%,"$122,267",0.1300003296
Arkansas,11/1/2020,"$6,288,249","$975,984",15.50%,"$126,878",0.130000082
Arkansas,12/1/2020,"$6,415,446","$1,054,273",16.40%,"$137,055",0.1299995352
Arkansas,1/1/2021,"$7,187,194","$1,383,240",19.20%,"$180,474",0.1304719355
Arkansas,2/1/2021,"$4,469,442","$651,239",14.60%,"$92,922",0.1426849436
Arkansas,3/1/2021,"$5,947,427","$805,182",13.50%,"$130,877",0.1625433753
Arkansas,4/1/2021,"$4,065,703","$756,328",18.60%,"$131,137",0.1733864144
Arkansas,5/1/2021,"$3,687,207","$506,142",13.70%,"$81,710",0.161436909
Arkansas,6/1/2021,"$3,895,683","$382,940",9.80%,"$59,088",0.1543009349
Arkansas,7/1/2021,"$2,908,833","$449,040",15.40%,"$58,375",0.1299995546
Arkansas,8/1/2021,"$2,892,285","$310,481",10.70%,"$40,363",0.1300015138
Arkansas,9/1/2021,"$7,007,774","$809,404",11.60%,"$105,223",0.130000593
Arkansas,10/1/2021,"$9,506,183","$803,567",8.50%,"$104,464",0.1300003609
Arkansas,11/1/2021,"$8,380,191","$1,623,434",19.40%,"$211,047",0.1300003573
Arkansas,12/1/2021,"$7,794,292","$130,305",1.70%,"$6,188",0.04748858447
Arkansas,1/1/2022,"$8,775,932","$1,181,335",13.50%,"$153,574",0.1300003809
Arkansas,2/1/2022,"$5,876,444","$359,103",6.10%,"$61,390",0.1709537375
Arkansas,3/1/2022,"$10,686,501","$791,867",7.40%,"$119,671",0.1511251258
Arkansas,4/1/2022,"$8,598,226","$749,810",8.70%,"$120,297",0.1604366439
Arkansas,5/1/2022,"$10,185,647","$615,576",6.00%,"$117,426",0.1907579243
Arkansas,6/1/2022,"$12,632,207","$4,045",0.00%,"$12,598",3.114462299
Arkansas,7/1/2022,"$9,290,467","$854,436",9.20%,"$111,077",0.1300003745
Arkansas,8/1/2022,"$10,195,911","$1,015,339",10.00%,"$131,994",0.1299999311
Arkansas,9/1/2022,"$21,185,547","$3,208,032",15.10%,"$417,044",0.1299999501
Arkansas,10/1/2022,"$26,879,107","$2,793,719",10.40%,"$363,183",0.1299998318
Arkansas,11/1/2022,"$30,576,009","$2,999,450",9.80%,"$452,393",0.150825318
Arkansas,12/1/2022,"$30,936,485","$3,409,972",11.00%,"$449,690",0.1318749831
Arkansas,1/1/2023,"$32,976,264","$2,868,244",8.70%,"$439,379",0.1531874555
Arkansas,2/1/2023,"$29,532,263","$1,709,714",5.80%,"$254,925",0.1491038852
Arkansas,3/1/2023,"$37,474,412","$4,264,047",11.40%,"$626,042",0.1468187382
Arkansas,4/1/2023,"$25,452,659","$2,336,023",9.20%,"$349,633",0.1496701873
Arkansas,5/1/2023,"$22,777,209","$2,293,281",10.10%,"$458,656",0.1999999128
Arkansas,6/1/2023,"$22,708,945","$1,334,973",5.90%,"$266,995",0.2000002996
Arkansas,7/1/2023,"$17,577,626","$2,077,422",11.80%,"$270,065",0.1300000674
Arkansas,8/1/2023,"$22,553,214","$1,673,538",7.40%,"$217,560",0.1300000359
Arkansas,9/1/2023,"$41,002,257","$3,992,930",9.70%,"$519,081",0.130000025
Arkansas,10/1/2023,"$44,986,803","$5,825,161",12.90%,"$757,271",0.130000012
Arkansas,11/1/2023,"$54,770,449","$3,018,845",5.50%,"$392,450",0.1300000497
Arkansas,12/1/2023,"$52,952,226","$5,762,757",10.90%,"$783,089",0.1358879092
Arkansas,1/1/2024,"$50,698,701","$5,855,921",11.60%,"$894,654",0.1527776758
Arkansas,2/1/2024,"$40,947,811","$2,672,209",6.50%,"$413,682",0.1548089988
Arkansas,3/1/2024,"$50,031,696","$3,406,749",6.80%,"$510,490",0.149846672
Arkansas,4/1/2024,"$41,763,742","$3,788,712",9.10%,"$568,356",0.1500129859
Arkansas,5/1/2024,"$39,823,867","$3,556,977",8.90%,"$700,934",0.197058907
Arkansas,6/1/2024,"$31,416,492","$3,227,769",10.30%,"$645,554",0.200000062
Arkansas,7/1/2024,"$25,464,080","$2,677,225",10.50%,"$348,039",0.1299999066
Arkansas,8/1/2024,"$32,207,497","$1,941,927",6.00%,"$252,451",0.1300002523
Arkansas,9/1/2024,"$53,056,638","$6,918,341",13.00%,"$899,384",0.1299999523
Arkansas,10/1/2024,"$60,435,368","$3,150,162",5.20%,"$409,521",0.129999981
Arkansas,11/1/2024,"$66,058,203","$9,201,130",13.90%,"$1,196,147",0.1300000109
Arkansas,12/1/2024,"$65,930,594","$2,008,583",3.00%,"$277,977",0.1383945797
Arkansas,1/1/2025,"$62,347,910","$6,931,367",11.10%,"$1,023,821",0.1477083813
Arkansas,2/1/2025,"$46,305,952","$4,386,890",9.50%,"$656,426",0.1496335673
Arkansas,3/1/2025,"$65,593,042","$1,703,065",2.60%,"$248,846",0.1461165604
Arkansas,4/1/2025,"$48,687,247","$4,542,660",9.30%,"$829,731",0.1826531151
Arkansas,5/1/2025,"$47,308,479","$4,706,466",9.90%,"$941,293",0.1999999575
Arkansas,6/1/2025,"$37,466,071","$4,888,919",13.00%,"$977,784",0.2000000409
Arkansas,7/1/2025,"$29,432,610","$3,427,539",11.60%,"$445,580",0.1299999796
Colorado,5/1/2020,"$25,621,762","$2,565,729",10.00%,"$96,545",0.03762868175
Colorado,6/1/2020,"$38,136,949","$3,484,015",9.10%,"$217,945",0.06255570082
Colorado,7/1/2020,"$59,183,620","$5,196,599",8.80%,"$239,153",0.04602106108
Colorado,8/1/2020,"$128,646,209","$7,519,599",5.80%,"$189,326",0.02517767237
Colorado,9/1/2020,"$207,655,943","$4,166,334",2.00%,"$69,772",0.01674661705
Colorado,10/1/2020,"$210,719,821","$17,402,409",8.30%,"$806,618",0.04635093911
Colorado,11/1/2020,"$231,238,842","$18,354,655",7.90%,"$780,635",0.04253062779
Colorado,12/1/2020,"$284,551,472","$17,151,867",6.00%,"$531,495",0.0309875887
Colorado,1/1/2021,"$326,903,462","$23,144,535",7.10%,"$1,194,690",0.05161866505
Colorado,2/1/2021,"$266,549,207","$10,444,810",3.90%,"$333,976",0.0319753064
Colorado,3/1/2021,"$300,990,842","$20,365,119",6.80%,"$1,061,008",0.05209927818
Colorado,4/1/2021,"$244,446,760","$17,563,939",7.20%,"$1,083,812",0.06170665931
Colorado,5/1/2021,"$248,968,193","$15,129,108",6.10%,"$633,896",0.0418990994
Colorado,6/1/2021,"$229,764,688","$19,730,957",8.60%,"$1,186,455",0.06013164998
Colorado,7/1/2021,"$181,327,995","$15,652,461",8.60%,"$999,111",0.0638309209
Colorado,8/1/2021,"$211,918,185","$15,228,343",7.20%,"$728,518",0.04783961065
Colorado,9/1/2021,"$408,314,625","$22,658,630",5.50%,"$483,048",0.02131849984
Colorado,10/1/2021,"$491,453,342","$28,616,708",5.80%,"$1,246,804",0.04356909257
Colorado,11/1/2021,"$475,441,229","$36,781,848",7.70%,"$1,981,640",0.05387548771
Colorado,12/1/2021,"$461,448,574","$24,732,487",5.40%,"$770,561",0.03115582351
Colorado,1/1/2022,"$573,720,213","$34,640,219",6.00%,"$1,447,952",0.04179973573
Colorado,2/1/2022,"$440,508,421","$19,604,490",4.50%,"$314,731",0.0160540264
Colorado,3/1/2022,"$505,611,080","$28,238,194",5.60%,"$1,313,076",0.04649999926
Colorado,4/1/2022,"$392,311,737","$22,571,887",5.80%,"$1,231,742",0.05456973978
Colorado,5/1/2022,"$360,325,438","$27,119,329",7.50%,"$1,659,189",0.06118104913
Colorado,6/1/2022,"$313,215,081","$6,781,092",2.20%,"$268,280",0.03956294945
Colorado,7/1/2022,"$258,414,808","$20,802,881",8.10%,"$1,092,182",0.05250147804
Colorado,8/1/2022,"$290,107,970","$25,859,270",8.90%,"$1,822,272",0.0704688106
Colorado,9/1/2022,"$450,232,597","$51,339,659",11.40%,"$2,989,342",0.05822675994
Colorado,10/1/2022,"$526,619,777","$36,514,974",6.90%,"$2,330,705",0.06382874598
Colorado,11/1/2022,"$552,603,013","$37,569,022",6.80%,"$2,581,533",0.06871440518
Colorado,12/1/2022,"$518,088,768","$40,909,238",7.90%,"$2,583,711",0.06315715291
Colorado,1/1/2023,"$547,189,025","$35,482,562",6.50%,"$2,586,457",0.07289374989
Colorado,2/1/2023,"$425,142,877","$22,599,602",5.30%,"$1,257,332",0.05563513906
Colorado,3/1/2023,"$494,440,210","$45,935,669",9.30%,"$3,103,024",0.06755151427
Colorado,4/1/2023,"$417,814,147","$35,148,592",8.40%,"$2,582,615",0.07347705422
Colorado,5/1/2023,"$385,242,136","$31,406,903",8.20%,"$2,218,084",0.07062409178
Colorado,6/1/2023,"$310,656,478","$9,223,661",3.00%,"$441,951",0.04791492229
Colorado,7/1/2023,"$281,110,490","$24,962,106",8.90%,"$1,778,773",0.07125893144
Colorado,8/1/2023,"$306,065,791","$25,873,058",8.50%,"$1,806,025",0.06980330659
Colorado,9/1/2023,"$512,792,794","$45,276,517",8.80%,"$3,126,136",0.06904541708
Colorado,10/1/2023,"$554,859,801","$46,914,492",8.50%,"$3,351,482",0.07143809636
Colorado,11/1/2023,"$608,488,266","$28,585,606",4.70%,"$1,489,224",0.05209698895
Colorado,12/1/2023,"$716,430,270","$40,537,499",5.70%,"$3,682,335",0.09083774507
Colorado,1/1/2024,"$596,685,968","$53,490,323",9.00%,"$4,128,369",0.07717973586
Colorado,2/1/2024,"$536,988,261","$25,762,378",4.80%,"$1,302,174",0.05054556687
Colorado,3/1/2024,"$593,094,977","$45,041,776",7.60%,"$2,852,592",0.06333213859
Colorado,4/1/2024,"$509,508,228","$32,028,036",6.30%,"$1,910,656",0.05965573412
Colorado,5/1/2024,"$447,561,934","$44,991,355",10.10%,"$3,206,326",0.07126537976
Colorado,6/1/2024,"$350,425,610","$28,196,297",8.00%,"$1,816,861",0.06443615628
Colorado,7/1/2024,"$320,396,841","$32,548,659",10.20%,"$2,369,730",0.07280576444
Colorado,8/1/2024,"$372,378,664","$33,202,184",8.90%,"$2,375,443",0.07154478151
Colorado,9/1/2024,"$562,923,090","$55,092,144",9.80%,"$4,049,802",0.07350960965
Colorado,10/1/2024,"$601,222,031","$39,328,305",6.50%,"$2,474,941",0.06293027376
Colorado,11/1/2024,"$647,951,807","$55,666,475",8.60%,"$3,958,611",0.07111301731
Colorado,12/1/2024,"$648,426,634","$29,828,799",4.60%,"$1,488,607",0.04990502635
Colorado,1/1/2025,"$657,182,798","$60,909,819",9.30%,"$4,443,574",0.07295332794
Colorado,2/1/2025,"$496,628,781","$46,377,521",9.30%,"$3,431,766",0.07399632249
Colorado,3/1/2025,"$618,044,247","$37,247,841",6.00%,"$2,217,394",0.05953080609
Colorado,4/1/2025,"$507,860,831","$47,275,156",9.30%,"$3,402,122",0.07196426808
Colorado,5/1/2025,"$495,332,856","$49,043,013",9.90%,"$3,587,198",0.07314391553
Colorado,6/1/2025,"$372,493,465","$39,848,630",10.70%,"$3,079,722",0.07728551772
Connecticut,10/1/2021,"$54,641,474","$5,567,547",10.20%,"$512,951",0.09213231608
Connecticut,11/1/2021,"$131,729,179","$17,456,823",13.30%,"$1,712,136",0.09807832731
Connecticut,12/1/2021,"$150,073,755","$10,242,899",6.80%,"$929,336",0.09072978265
Connecticut,1/1/2022,"$158,092,481","$11,891,808",7.50%,"$1,142,510",0.09607538231
Connecticut,2/1/2022,"$115,619,953","$5,844,220",5.10%,"$501,516",0.08581401795
Connecticut,3/1/2022,"$140,747,137","$11,511,388",8.20%,"$1,037,570",0.09013422187
Connecticut,4/1/2022,"$116,465,199","$10,353,842",8.90%,"$988,263",0.09544891645
Connecticut,5/1/2022,"$115,180,155","$10,308,064",8.90%,"$981,304",0.09519770153
Connecticut,6/1/2022,"$95,421,852","$7,142,610",7.50%,"$669,453",0.09372666294
Connecticut,7/1/2022,"$78,316,775","$8,611,816",11.00%,"$859,094",0.09975758888
Connecticut,8/1/2022,"$80,037,045","$10,882,317",13.60%,"$1,153,125",0.1059631878
Connecticut,9/1/2022,"$130,547,719","$17,608,762",13.50%,"$1,777,391",0.100937874
Connecticut,10/1/2022,"$164,170,106","$17,012,667",10.40%,"$1,736,473",0.1020694169
Connecticut,11/1/2022,"$165,026,282","$17,869,847",10.80%,"$1,942,387",0.1086963419
Connecticut,12/1/2022,"$160,266,050","$16,268,906",10.20%,"$1,736,006",0.1067069906
Connecticut,1/1/2023,"$167,673,044","$19,610,098",11.70%,"$1,919,290",0.09787253485
Connecticut,2/1/2023,"$136,508,300","$11,626,147",8.50%,"$1,175,694",0.1011249901
Connecticut,3/1/2023,"$159,997,579","$17,029,646",10.60%,"$1,855,821",0.1089759
Connecticut,4/1/2023,"$126,683,869","$13,610,074",10.70%,"$1,458,730",0.1071801667
Connecticut,5/1/2023,"$109,421,369","$15,271,178",14.00%,"$1,645,394",0.1077450607
Connecticut,6/1/2023,"$91,414,677","$9,752,058",10.70%,"$961,577",0.09860246935
Connecticut,7/1/2023,"$91,512,897","$11,126,316",12.20%,"$1,215,313",0.1092286971
Connecticut,8/1/2023,"$91,316,807","$9,797,155",10.70%,"$1,027,171",0.1048438041
Connecticut,9/1/2023,"$180,954,956","$18,900,892",10.40%,"$2,048,710",0.1083922388
Connecticut,10/1/2023,"$189,626,160","$19,849,187",10.50%,"$2,243,142",0.1130092633
Connecticut,11/1/2023,"$205,736,989","$12,862,839",6.30%,"$1,416,233",0.1101026764
Connecticut,12/1/2023,"$212,171,045","$22,813,764",10.80%,"$2,569,806",0.1126427888
Connecticut,1/1/2024,"$202,752,249","$25,570,170",12.60%,"$2,864,562",0.1120274914
Connecticut,2/1/2024,"$162,841,632","$14,820,348",9.10%,"$1,598,679",0.1078705439
Connecticut,3/1/2024,"$187,815,980","$16,981,438",9.00%,"$1,892,701",0.1114570509
Connecticut,4/1/2024,"$154,109,876","$19,105,482",12.40%,"$2,133,325",0.1116603601
Connecticut,5/1/2024,"$163,648,829","$17,941,322",11.00%,"$1,973,947",0.110022383
Connecticut,6/1/2024,"$148,557,056","$15,626,345",10.50%,"$1,695,681",0.1085142431
Connecticut,7/1/2024,"$121,808,571","$15,853,217",13.00%,"$1,748,461",0.1102906117
Connecticut,8/1/2024,"$129,150,001","$14,514,077",11.20%,"$1,577,559",0.1086916516
Connecticut,9/1/2024,"$214,394,512","$27,018,896",12.60%,"$3,072,543",0.1137183029
Connecticut,10/1/2024,"$229,151,493","$19,101,389",8.30%,"$2,113,436",0.1106430532
Connecticut,11/1/2024,"$228,155,465","$30,693,791",13.50%,"$3,509,155",0.1143278457
Connecticut,12/1/2024,"$243,670,782","$14,773,557",6.10%,"$1,622,646",0.1098344833
Connecticut,1/1/2025,"$229,341,717","$27,646,389",12.10%,"$3,095,758",0.1119769385
Connecticut,2/1/2025,"$169,389,080","$20,788,142",12.30%,"$2,346,734",0.1128881071
Connecticut,3/1/2025,"$207,660,971","$16,887,263",8.10%,"$1,873,342",0.1109322452
Connecticut,4/1/2025,"$181,821,330","$19,320,106",10.60%,"$2,132,126",0.1103578831
Connecticut,5/1/2025,"$183,947,658","$23,194,744",12.60%,"$2,580,944",0.1112727953
Connecticut,6/1/2025,"$140,533,729","$18,387,003",13.10%,"$2,063,288",0.1122144811
Connecticut,7/1/2025,"$123,505,445","$16,404,168",13.30%,"$1,832,016",0.1116799096
Delaware,6/1/2018,"$7,003,725","$1,000,247",14.30%,"$196,323",0.1962745202
Delaware,7/1/2018,"$8,214,765","$527,115",6.40%,"$275,671",0.5229807537
Delaware,8/1/2018,"$8,018,354","$983,052",12.30%,"$538,543",0.5478275819
Delaware,9/1/2018,"$23,257,965","$7,807,511",33.60%,"$4,703,849",0.6024774093
Delaware,10/1/2018,"$21,231,427","$2,565,957",12.10%,"$1,460,148",0.5690461687
Delaware,11/1/2018,"$24,206,090","$2,505,848",10.40%,"$1,155,765",0.4612270976
Delaware,12/1/2018,"$23,419,539","$5,810,007",24.80%,"$3,407,848",0.5865480024
Delaware,1/1/2019,"$14,130,069","$2,687,370",19.00%,"$1,516,520",0.5643138087
Delaware,2/1/2019,"$8,709,205","-$616,941",-7.10%,"-$483,414",0.7835660136
Delaware,3/1/2019,"$10,483,128","$1,879,045",17.90%,"$982,447",0.522843785
Delaware,4/1/2019,"$6,088,183","$703,739",11.60%,"$367,524",0.5222447527
Delaware,5/1/2019,"$5,920,766","$464,335",7.80%,"$242,081",0.5213498875
Delaware,6/1/2019,"$6,325,464","$533,377",8.40%,"$278,491",0.5221278758
Delaware,7/1/2019,"$3,920,974","$579,897",14.80%,"$303,225",0.522894583
Delaware,8/1/2019,"$4,745,747","$586,057",12.30%,"$290,170",0.4951224881
Delaware,9/1/2019,"$18,781,406","$5,979,895",31.80%,"$3,558,378",0.5950569366
Delaware,10/1/2019,"$16,066,023","$4,640,776",28.90%,"$2,691,088",0.5798788823
Delaware,11/1/2019,"$16,850,854","$4,235,148",25.10%,"$2,463,260",0.5816231216
Delaware,12/1/2019,"$20,466,561","$4,174,862",20.40%,"$2,324,290",0.5567345699
Delaware,1/1/2020,"$11,187,011","$2,527,312",22.60%,"$1,386,819",0.5487328039
Delaware,2/1/2020,"$7,279,650","-$410,665",-5.60%,"-$367,301",0.8944054156
Delaware,3/1/2020,"$3,877,068","$653,127",16.80%,"$340,952",0.5220301718
Delaware,4/1/2020,$0,$0,,-$104,#DIV/0!
Delaware,5/1/2020,$0,$0,,-$15,#DIV/0!
Delaware,6/1/2020,$0,$0,,-$33,#DIV/0!
Delaware,7/1/2020,"$209,282","$13,845",6.60%,"$7,040",0.5084868183
Delaware,8/1/2020,"$2,957,634","$419,561",14.20%,"$220,175",0.524774705
Delaware,9/1/2020,"$12,439,302","$2,803,022",22.50%,"$1,596,046",0.5694018813
Delaware,10/1/2020,"$17,086,034","$4,945,186",28.90%,"$2,877,725",0.5819245222
Delaware,11/1/2020,"$19,510,093","$8,162,861",41.80%,"$5,018,419",0.6147867764
Delaware,12/1/2020,"$15,696,681","$4,408,081",28.10%,"$2,645,802",0.6002162846
Delaware,1/1/2021,"$15,649,254","$3,288,405",21.00%,"$1,798,838",0.5470244693
Delaware,2/1/2021,"$7,519,710","$679,021",9.00%,"$313,006",0.4609665975
Delaware,3/1/2021,"$6,666,115","$1,104,859",16.60%,"$577,524",0.522712853
Delaware,4/1/2021,"$5,470,520","$1,023,199",18.70%,"$534,814",0.5226881574
Delaware,5/1/2021,"$7,060,911","$775,611",11.00%,"$404,929",0.5220774331
Delaware,6/1/2021,"$5,958,137","$737,984",12.40%,"$385,357",0.5221752775
Delaware,7/1/2021,"$4,110,581","$724,765",17.60%,"$378,599",0.5223748387
Delaware,8/1/2021,"$5,251,471","$541,621",10.30%,"$269,110",0.4968603507
Delaware,9/1/2021,"$13,702,755","$4,420,661",32.30%,"$2,658,149",0.6013012534
Delaware,10/1/2021,"$22,238,321","$4,635,199",20.80%,"$2,625,850",0.566502107
Delaware,11/1/2021,"$13,383,727","$6,226,325",46.50%,"$3,843,342",0.6172729499
Delaware,12/1/2021,"$12,638,955","-$972,383",-7.70%,"-$1,088,521",1.119436477
Delaware,1/1/2022,"$12,637,103","$2,716,347",21.50%,"$1,989,974",0.73259197
Delaware,2/1/2022,"$5,436,407","$74,297",1.40%,"$15,012",0.2020539187
Delaware,3/1/2022,"$5,157,583","$631,099",12.20%,"$331,496",0.5252678264
Delaware,4/1/2022,"$4,200,298","$358,171",8.50%,"$188,322",0.5257879616
Delaware,5/1/2022,"$5,127,275","$565,508",11.00%,"$296,948",0.5250995565
Delaware,6/1/2022,"$3,507,846","$242,316",6.90%,"$127,482",0.5260981528
Delaware,7/1/2022,"$2,678,686","$438,069",16.40%,"$229,305",0.5234449368
Delaware,8/1/2022,"$2,902,652","$399,945",13.80%,"$226,701",0.5668304392
Delaware,9/1/2022,"$8,908,981","$2,915,961",32.70%,"$2,419,632",0.8297888758
Delaware,10/1/2022,"$13,545,163","$2,597,717",19.20%,"$2,084,703",0.8025135148
Delaware,11/1/2022,"$10,172,819","$1,622,874",16.00%,"$1,270,575",0.7829166035
Delaware,12/1/2022,"$8,157,580","$1,428,195",17.50%,"$1,196,569",0.8378190653
Delaware,1/1/2023,"$8,457,660","$1,714,167",20.30%,"$1,441,653",0.8410224908
Delaware,2/1/2023,"$4,120,957","$347,890",8.40%,"$190,355",0.5471700825
Delaware,3/1/2023,"$3,491,183","$622,285",17.80%,"$325,556",0.5231622167
Delaware,4/1/2023,"$3,450,142","$757,951",22.00%,"$239,884",0.3164901161
Delaware,5/1/2023,"$2,760,829","$276,116",10.00%,"$159,433",0.5774131162
Delaware,6/1/2023,"$3,128,258","$80,201",2.60%,"$45,282",0.5646064264
Delaware,7/1/2023,"$2,256,345","$311,152",13.80%,"$203,984",0.6555766956
Delaware,8/1/2023,"$2,400,532","$340,209",14.20%,"$229,649",0.6750232945
Delaware,9/1/2023,"$7,633,259","$991,828",13.00%,"$865,047",0.8721744093
Delaware,10/1/2023,"$10,663,362","$2,706,248",25.40%,"$2,368,232",0.8750979216
Delaware,11/1/2023,"$8,126,283","$600,906",7.40%,"$509,072",0.8471741004
Delaware,12/1/2023,"$8,837,999","$2,147,792",24.30%,"$1,859,356",0.8657058039
Delaware,1/1/2024,"$17,085,199","$1,957,473",11.50%,"$1,306,854",0.6676230017
Delaware,2/1/2024,"$13,763,241","$659,017",4.80%,"$283,002",0.4294305003
Delaware,3/1/2024,"$18,935,525","$1,168,825",6.20%,"$639,169",0.546847475
Delaware,4/1/2024,"$15,522,996","$1,147,601",7.40%,"$641,491",0.5589843508
Delaware,5/1/2024,"$15,107,592","$1,201,087",8.00%,"$644,012",0.536190967
Delaware,6/1/2024,"$13,058,698","$906,777",6.90%,"$502,258",0.5538936254
Delaware,7/1/2024,"$9,927,116","$1,214,849",12.20%,"$679,409",0.5592538661
Delaware,8/1/2024,"$10,259,279","$797,507",7.80%,"$433,720",0.5438447562
Delaware,9/1/2024,"$23,242,735","$3,232,416",13.90%,"$2,213,505",0.6847834561
Delaware,10/1/2024,"$24,502,521","$1,034,657",4.20%,"$433,781",0.4192510175
Delaware,11/1/2024,"$26,390,185","$2,935,614",11.10%,"$1,948,890",0.6638781529
Delaware,12/1/2024,"$28,445,372","$116,593",0.40%,"-$171,708",-1.47271277
Delaware,1/1/2025,"$23,805,707","$1,944,581",8.20%,"$1,113,892",0.5728185146
